group_id,id,label
WijkenEnBuurten,WK016605,wijk 05 wilsum
WijkenEnBuurten,WK016605,wilsum
Wijken,WK016605,wijk 05 wilsum
Wijken,WK016605,wilsum
WijkenEnBuurten,BU04201101,midwoud centrum
WijkenEnBuurten,BU04201101,onderdijk
WijkenEnBuurten,BU06771501,kern walsoorden
WijkenEnBuurten,WK053003,wijk 03 de struyten
WijkenEnBuurten,BU02430401,friesegracht noord
WijkenEnBuurten,BU02430401,friesegracht noord
WijkenEnBuurten,BU00808006,warstiens
WijkenEnBuurten,BU05530105,zeeheldenbuurt
WijkenEnBuurten,BU19700808,verspreide huizen marrum westernijkerk
WijkenEnBuurten,BU03070505,isselt west
WijkenEnBuurten,WK079611,west
WijkenEnBuurten,WK079611,wijk 11 west
Wijken,WK079611,west
Wijken,WK079611,wijk 11 west
WijkenEnBuurten,WK191108,kreileroord
Wijken,WK191108,kreileroord
WijkenEnBuurten,BU05370509,witte hek
WijkenEnBuurten,BU03990502,oud zuid
WijkenEnBuurten,BU05460103,pancras oost
WijkenEnBuurten,BU02431005,de wittenhagen noord
WijkenEnBuurten,BU02431005,de wittenhagen noord
WijkenEnBuurten,WK195202,hoogezand zuid
Wijken,WK195202,hoogezand zuid
WijkenEnBuurten,BU01190600,veldenbuurt
WijkenEnBuurten,BU03020107,verspreide huizen bosgebied vierhouten
WijkenEnBuurten,BU00345302,oostrandpark oost
WijkenEnBuurten,BU19310007,wibautsraat en lorentzweg
WijkenEnBuurten,BU19660205,warfhuizen
WijkenEnBuurten,BU05750202,grote zilk
WijkenEnBuurten,BU05750202,klei oost
WijkenEnBuurten,BU05300005,dichters  en schrijversbuurt
WijkenEnBuurten,BU19630051,oud beijerland bedrijventerr. de hoogerw
WijkenEnBuurten,BU00348501,overig almere hout oost
WijkenEnBuurten,BU16990120,buitengebied roden noord
WijkenEnBuurten,WK079605,wijk 05 rosmalen zuid
WijkenEnBuurten,WK079605,rosmalen zuid
Wijken,WK079605,wijk 05 rosmalen zuid
Wijken,WK079605,rosmalen zuid
WijkenEnBuurten,BU09172000,weggebekker
WijkenEnBuurten,BU19661002,warfhuizen
WijkenEnBuurten,BU19661002,kantens
WijkenEnBuurten,BU00347601,nobelhorst oost
WijkenEnBuurten,BU17050401,buitengebied angeren
WijkenEnBuurten,BU01186204,industriegebied buitenvaart
WijkenEnBuurten,WK184200,wijk 00 schipluiden
Wijken,WK184200,wijk 00 schipluiden
WijkenEnBuurten,BU17190607,nieuwland
WijkenEnBuurten,BU05560301,sluispolder oost
WijkenEnBuurten,BU15981001,oudendijk verspreide huizen
WijkenEnBuurten,BU19480213,de borne 2
WijkenEnBuurten,BU16410501,panheel
WijkenEnBuurten,BU19540009,verspreide huizen
WijkenEnBuurten,BU19521002,kolham bedrijventerrein
WijkenEnBuurten,BU09280001,heilust
WijkenEnBuurten,BU05420003,boveneind
WijkenEnBuurten,BU00342005,ebenezer howardpark
WijkenEnBuurten,BU03270009,buitengebied leusden centrum oost
WijkenEnBuurten,BU04000109,mijnendienst
WijkenEnBuurten,WK025200,wijk 00 heumen
Wijken,WK025200,wijk 00 heumen
WijkenEnBuurten,BU04020604,liebergen
WijkenEnBuurten,BU06874954,middelburgschepolder
WijkenEnBuurten,BU16212541,weidebloembuurt
WijkenEnBuurten,GM0164,hengelo
WijkenEnBuurten,GM0164,hengelo
WijkenEnBuurten,GM0164,hengelo
RegioS,GM0164,hengelo
RegioS,GM0164,hengelo
RegioS,GM0164,hengelo
Wijken,GM0164,hengelo
Wijken,GM0164,hengelo
Wijken,GM0164,hengelo
Gebieden,GM0164,hengelo
Gebieden,GM0164,hengelo
Gebieden,GM0164,hengelo
WoonregioS,GM0164,hengelo
WoonregioS,GM0164,hengelo
WoonregioS,GM0164,hengelo
RegioVanVertrek,GM0164,hengelo
RegioVanVertrek,GM0164,hengelo
RegioVanVertrek,GM0164,hengelo
RegioIndeling2021,GM0164,hengelo
RegioIndeling2021,GM0164,hengelo
RegioIndeling2021,GM0164,hengelo
Regio,GM0164,hengelo
Regio,GM0164,hengelo
Regio,GM0164,hengelo
RegioS2007,GM0164,hengelo
RegioS2007,GM0164,hengelo
RegioS2007,GM0164,hengelo
WerkregioS,GM0164,hengelo
WerkregioS,GM0164,hengelo
WerkregioS,GM0164,hengelo
Woongemeente,GM0164,hengelo
Woongemeente,GM0164,hengelo
Woongemeente,GM0164,hengelo
RegioIndeling2018,GM0164,hengelo
RegioIndeling2018,GM0164,hengelo
RegioIndeling2018,GM0164,hengelo
Regiokenmerken,GM0164,hengelo
Regiokenmerken,GM0164,hengelo
Regiokenmerken,GM0164,hengelo
RegioVanVestiging,GM0164,hengelo
RegioVanVestiging,GM0164,hengelo
RegioVanVestiging,GM0164,hengelo
WijkenEnBuurten,BU19311000,stolwijk
WijkenEnBuurten,BU03211237,castellum oost
WijkenEnBuurten,BU19800204,bedrijventerrein de wuyver
WijkenEnBuurten,WK198233,maashees
Wijken,WK198233,maashees
WijkenEnBuurten,BU00808007,warten
WijkenEnBuurten,BU17190203,zilverberg
WijkenEnBuurten,BU04053300,kersenboogerd zuid   buurt 33 00
WijkenEnBuurten,BU04053300,buurt 33 00
WijkenEnBuurten,WK077261,oud strijp
Wijken,WK077261,oud strijp
WijkenEnBuurten,BU19111190,buitengebied kolhorn
WijkenEnBuurten,BU03270008,wildenburg
WijkenEnBuurten,BU05530302,vogelbuurt
WijkenEnBuurten,BU03960801,verzetstrijdersbuurt
WijkenEnBuurten,BU00808005,buitengebied wergea
WijkenEnBuurten,BU19520403,boswijck west
WijkenEnBuurten,BU00349615,overig almere pampus
WijkenEnBuurten,BU00803007,magere weide
WijkenEnBuurten,BU02680424,neerbosch oost
WijkenEnBuurten,BU08093081,molenwijk
WijkenEnBuurten,WK042003,wijk 03 zwaagdijk west
WijkenEnBuurten,WK042003,twisk
Wijken,WK042003,wijk 03 zwaagdijk west
Wijken,WK042003,twisk
WijkenEnBuurten,BU15070200,meterik
WijkenEnBuurten,BU05690005,uitbreiding dorpskern noorden
WijkenEnBuurten,BU19590202,sleeuwijk oost
WijkenEnBuurten,WK068729,verspreide huizen in het zuidwesten
Wijken,WK068729,verspreide huizen in het zuidwesten
WijkenEnBuurten,BU02520106,verspreide huizen nederasseltse broek
WijkenEnBuurten,BU00341902,danswijk noordoost
WijkenEnBuurten,WK079802,wijk 02 biest houtakker
Wijken,WK079802,wijk 02 biest houtakker
WijkenEnBuurten,BU09950161,bastion
WijkenEnBuurten,WK079413,wijk 13 't hout
Wijken,WK079413,wijk 13 't hout
WijkenEnBuurten,BU17400208,verspreide huizen dodewaard oost en wely
WijkenEnBuurten,WK055302,centrum
WijkenEnBuurten,WK055302,wijk 02 halfweg
WijkenEnBuurten,WK055302,wijk 02
Wijken,WK055302,centrum
Wijken,WK055302,wijk 02 halfweg
Wijken,WK055302,wijk 02
WijkenEnBuurten,BU16590009,verspreide huizen beek en donk
WijkenEnBuurten,WK195218,muntendam
Wijken,WK195218,muntendam
WijkenEnBuurten,BU19310208,verspr. huizen ouderkerk noord
WijkenEnBuurten,BU07721120,bergen
WijkenEnBuurten,WK195204,sappemeer
Wijken,WK195204,sappemeer
WijkenEnBuurten,GM0118,hoogeveen
RegioS,GM0118,hoogeveen
Wijken,GM0118,hoogeveen
Gebieden,GM0118,hoogeveen
WoonregioS,GM0118,hoogeveen
RegioVanVertrek,GM0118,hoogeveen
RegioIndeling2021,GM0118,hoogeveen
Regio,GM0118,hoogeveen
RegioS2007,GM0118,hoogeveen
WerkregioS,GM0118,hoogeveen
Woongemeente,GM0118,hoogeveen
RegioIndeling2018,GM0118,hoogeveen
Regiokenmerken,GM0118,hoogeveen
RegioVanVestiging,GM0118,hoogeveen
WijkenEnBuurten,BU15980803,alver en omgeving
WijkenEnBuurten,BU07941709,geeneind
WijkenEnBuurten,BU01602803,norden en hazenbos
WijkenEnBuurten,WK068750,arnemuiden
Wijken,WK068750,arnemuiden
WijkenEnBuurten,BU19521001,kolham
WijkenEnBuurten,BU07725150,winkelcentrum
WijkenEnBuurten,BU04000303,duinbuurt
WijkenEnBuurten,BU01660018,kampereiland
WijkenEnBuurten,BU16590002,bedrijventerrein beekerheide
WijkenEnBuurten,WK026204,wijk 04 gorssel
Wijken,WK026204,wijk 04 gorssel
WijkenEnBuurten,BU02430503,stadsdennen oost
WijkenEnBuurten,BU02430503,stadsdennen oost
WijkenEnBuurten,BU02440001,zandkamp en omgeving
WijkenEnBuurten,GM1659,laarbeek
RegioS,GM1659,laarbeek
Wijken,GM1659,laarbeek
WoonregioS,GM1659,laarbeek
RegioVanVertrek,GM1659,laarbeek
RegioIndeling2021,GM1659,laarbeek
Regio,GM1659,laarbeek
RegioS2007,GM1659,laarbeek
WerkregioS,GM1659,laarbeek
Woongemeente,GM1659,laarbeek
RegioIndeling2018,GM1659,laarbeek
Regiokenmerken,GM1659,laarbeek
RegioVanVestiging,GM1659,laarbeek
WijkenEnBuurten,BU19300804,sterrenkwartier zuid
WijkenEnBuurten,BU01601601,hoogenweg
WijkenEnBuurten,BU03211340,landen
WijkenEnBuurten,BU19520405,compagniesterpark
WijkenEnBuurten,BU09380100,ulestraten
WijkenEnBuurten,BU17050206,zilverkamp 4e fase
WijkenEnBuurten,BU07440106,goordonk
WijkenEnBuurten,GM0252,heumen
RegioS,GM0252,heumen
Wijken,GM0252,heumen
WoonregioS,GM0252,heumen
RegioVanVertrek,GM0252,heumen
RegioIndeling2021,GM0252,heumen
Regio,GM0252,heumen
RegioS2007,GM0252,heumen
WerkregioS,GM0252,heumen
Woongemeente,GM0252,heumen
RegioIndeling2018,GM0252,heumen
Regiokenmerken,GM0252,heumen
RegioVanVestiging,GM0252,heumen
WijkenEnBuurten,BU05300200,nieuwenhoorn
WijkenEnBuurten,BU19480219,hulzebraak
WijkenEnBuurten,BU16818309,bronneger
WijkenEnBuurten,BU19820301,escharen kom
WijkenEnBuurten,WK057501,wijk 01 noordwijk aan zee
WijkenEnBuurten,WK057501,noordwijk binnen
Wijken,WK057501,wijk 01 noordwijk aan zee
Wijken,WK057501,noordwijk binnen
WijkenEnBuurten,BU01185107,kattouw
WijkenEnBuurten,BU19110801,kreileroord
WijkenEnBuurten,BU19590191,buitengebied werkendam noord
WijkenEnBuurten,BU08820001,kakert
WijkenEnBuurten,WK035613,vreeswijk
WijkenEnBuurten,WK035613,wijk 13 vreeswijk
Wijken,WK035613,vreeswijk
Wijken,WK035613,wijk 13 vreeswijk
WijkenEnBuurten,BU04061123,bovenmaat noord
WijkenEnBuurten,BU05690108,verspr.h. in het oosten en zuiden
WijkenEnBuurten,BU07726330,grasrijk
WijkenEnBuurten,BU01640605,vikkerhoek
WijkenEnBuurten,BU01190202,zeeheldenbuurt
WijkenEnBuurten,WK033501,wijk 01 linschoten
Wijken,WK033501,wijk 01 linschoten
WijkenEnBuurten,BU04051308,grote waal   buurt 13 08
WijkenEnBuurten,BU04051308,buurt 13 08
WijkenEnBuurten,BU01660015,het onderdijks
WijkenEnBuurten,BU19910196,buitengebied uden oost
WijkenEnBuurten,BU19910603,oventje
WijkenEnBuurten,BU17311000,elp
WijkenEnBuurten,BU19311201,schoonhoven noord
WijkenEnBuurten,WK016802,wijk 02 overdinkel
Wijken,WK016802,wijk 02 overdinkel
WijkenEnBuurten,BU03840201,centrum west
WijkenEnBuurten,BU02630102,wellseind slijkwell
WijkenEnBuurten,BU01660005,flevowijk
WijkenEnBuurten,BU17050212,buitengebied huissen
WijkenEnBuurten,BU07430502,centrum zuid
WijkenEnBuurten,BU00803203,molenpad
WijkenEnBuurten,BU00803203,harlingervaart noord
WijkenEnBuurten,WK159802,wijk 02 zuidermeer
WijkenEnBuurten,WK159802,hensbroek
Wijken,WK159802,wijk 02 zuidermeer
Wijken,WK159802,hensbroek
WijkenEnBuurten,WK054606,morsdistrict
WijkenEnBuurten,WK054606,wijk 06 morsdistrict
Wijken,WK054606,morsdistrict
Wijken,WK054606,wijk 06 morsdistrict
WijkenEnBuurten,BU19660404,westernieland
WijkenEnBuurten,WK042005,abbekerk
WijkenEnBuurten,WK042005,wijk 05 sijbekarspel
Wijken,WK042005,abbekerk
Wijken,WK042005,wijk 05 sijbekarspel
WijkenEnBuurten,BU19591492,buitengebied wijk en aalburg west
WijkenEnBuurten,BU01660001,brunnepe
WijkenEnBuurten,BU19791469,buitengebied noord appingedam
WijkenEnBuurten,BU17090709,verspreide huizen fijnaart
WijkenEnBuurten,WK199103,odiliapeel
Wijken,WK199103,odiliapeel
WijkenEnBuurten,BU03561400,merwestein
WijkenEnBuurten,BU04201507,wervershoof onderdijk aan de vliet
WijkenEnBuurten,BU00342502,staatsliedenwijk midden
WijkenEnBuurten,BU18840309,verspreide huizen rijnsaterwoude
WijkenEnBuurten,BU00141503,thesinge
WijkenEnBuurten,BU15980608,geesterland en omgeving
WijkenEnBuurten,BU15980608,verspreide huizen langs obdammerdijk
WijkenEnBuurten,BU15070100,america
WijkenEnBuurten,WK195217,tjuchem en steendam
Wijken,WK195217,tjuchem en steendam
WijkenEnBuurten,BU05300000,de vesting
WijkenEnBuurten,BU09950836,"oostvaardersdijk, meerdijkhaven"
WijkenEnBuurten,BU01630506,hulsen
WijkenEnBuurten,BU19700507,verspreide huizen wierum
WijkenEnBuurten,BU03970009,geleerdenbuurt
WijkenEnBuurten,BU07840207,bedrijventerrein midden brabant poort
WijkenEnBuurten,BU02630100,ammerzoden
WijkenEnBuurten,BU16819601,klijndijk
WijkenEnBuurten,BU01710109,emmeloord espelervaart espelervaart west
WijkenEnBuurten,BU01710109,luttelgeest landelijk gebied
WijkenEnBuurten,BU19780801,hoornaar buitengebied noord
WijkenEnBuurten,BU19660104,de brake
WijkenEnBuurten,BU19660104,zoutkamp
WijkenEnBuurten,BU19700002,dokkum fonteinslanden
WijkenEnBuurten,WK032131,wijk 31 't goy buitengebied
WijkenEnBuurten,WK032131,'t goy buitengebied
Wijken,WK032131,wijk 31 't goy buitengebied
Wijken,WK032131,'t goy buitengebied
WijkenEnBuurten,WK196302,mijnsheerenland
Wijken,WK196302,mijnsheerenland
WijkenEnBuurten,BU02431402,sonnevanck
WijkenEnBuurten,WK195918,drongelen
Wijken,WK195918,drongelen
WijkenEnBuurten,BU19010513,gravekoop
WijkenEnBuurten,WK150708,wijk 08 grubbenvorst
Wijken,WK150708,wijk 08 grubbenvorst
WijkenEnBuurten,BU00802007,indische buurt
WijkenEnBuurten,BU02330505,verspreide huizen staverden
WijkenEnBuurten,BU03073301,bedrijventerrein vathorst zuid
WijkenEnBuurten,BU06770105,puienput
WijkenEnBuurten,BU06770105,dullaert
WijkenEnBuurten,BU16400601,verspreide huizen buggenum
WijkenEnBuurten,WK193100,wijk 00 lekkerkerk
Wijken,WK193100,wijk 00 lekkerkerk
WijkenEnBuurten,BU05460400,meerburg
WijkenEnBuurten,BU09172200,heksenberg
WijkenEnBuurten,WK091711,wijk 11 mariarade
Wijken,WK091711,wijk 11 mariarade
WijkenEnBuurten,BU09173303,lindeveld
WijkenEnBuurten,BU01630404,nijverdal oost
WijkenEnBuurten,BU16818009,2e exloërmond buitengebied
WijkenEnBuurten,BU00806205,jelsum
WijkenEnBuurten,BU04000507,landmetersbuurt
WijkenEnBuurten,BU19010512,platteweg
WijkenEnBuurten,BU19010602,driebruggen kern
WijkenEnBuurten,BU03310004,jaarsveld
WijkenEnBuurten,BU07970800,heesbeen
WijkenEnBuurten,BU19010508,reeuwijk brug zuidoost
WijkenEnBuurten,WK150711,wijk 11 kronenberg
Wijken,WK150711,wijk 11 kronenberg
WijkenEnBuurten,WK093501,wijk 01 buitenwijk zuidwest
Wijken,WK093501,wijk 01 buitenwijk zuidwest
WijkenEnBuurten,WK092802,wijk 02 kerkrade noord
Wijken,WK092802,wijk 02 kerkrade noord
WijkenEnBuurten,GM1978,molenlanden
RegioS,GM1978,molenlanden
Wijken,GM1978,molenlanden
WoonregioS,GM1978,molenlanden
RegioVanVertrek,GM1978,molenlanden
RegioIndeling2021,GM1978,molenlanden
Regio,GM1978,molenlanden
WerkregioS,GM1978,molenlanden
Woongemeente,GM1978,molenlanden
Regiokenmerken,GM1978,molenlanden
RegioVanVestiging,GM1978,molenlanden
WijkenEnBuurten,BU01185500,noordscheschut kern
WijkenEnBuurten,BU00341803,filmwijk bouwrai zuid
WijkenEnBuurten,BU17190201,verspreide huizen made
WijkenEnBuurten,WK024312,drielanden
WijkenEnBuurten,WK024312,wijk 12 drielanden
Wijken,WK024312,drielanden
Wijken,WK024312,wijk 12 drielanden
WijkenEnBuurten,BU06873040,magistraatwijk iii
WijkenEnBuurten,BU16818209,borger buitengebied
WijkenEnBuurten,WK049806,hem
Wijken,WK049806,hem
WijkenEnBuurten,BU19781603,oud alblas dorp
WijkenEnBuurten,BU00340803,"hoekwierde, kimwierde en zandwierde"
WijkenEnBuurten,BU05310502,noordoevers
WijkenEnBuurten,BU08091006,hil
WijkenEnBuurten,BU01710530,kraggenburg landelijk gebied
WijkenEnBuurten,BU07980301,baarschot
WijkenEnBuurten,BU19910104,flatwijk
WijkenEnBuurten,BU00346301,homeruskwartier noord
WijkenEnBuurten,WK016308,wijk 08 daarle
Wijken,WK016308,wijk 08 daarle
WijkenEnBuurten,BU00342303,tussen de vaarten n.  west
WijkenEnBuurten,BU19700605,raard
WijkenEnBuurten,BU19800105,buitengebied oudkarspel
WijkenEnBuurten,BU15980706,kanteel en omgeving
WijkenEnBuurten,BU07961401,kom vinkel
WijkenEnBuurten,BU19480211,de beemd 3
WijkenEnBuurten,WK198214,oeffelt
Wijken,WK198214,oeffelt
WijkenEnBuurten,BU16212211,bomen  en struikenbuurt
WijkenEnBuurten,BU04000101,oostsloot
WijkenEnBuurten,BU03350209,verspreide huizen
WijkenEnBuurten,WK099501,zuiderzeewijk
Wijken,WK099501,zuiderzeewijk
WijkenEnBuurten,BU07430701,verspreide huizen asten west
WijkenEnBuurten,BU03214081,tull
WijkenEnBuurten,BU15980506,oosteinde
WijkenEnBuurten,BU09950672,golfresort
WijkenEnBuurten,BU05340503,buitengebied
WijkenEnBuurten,BU01640505,veldwijk zuid
WijkenEnBuurten,WK193011,vogelenzang
Wijken,WK193011,vogelenzang
WijkenEnBuurten,BU17050105,buitengebied gendt
WijkenEnBuurten,BU07960801,kom empel
WijkenEnBuurten,BU03211344,mossen
WijkenEnBuurten,BU06874952,nieuwlandsrust
WijkenEnBuurten,BU19821903,beugen buitengebied
WijkenEnBuurten,WK170906,wijk 06 standdaarbuiten
Wijken,WK170906,wijk 06 standdaarbuiten
WijkenEnBuurten,WK196312,piershil
Wijken,WK196312,piershil
WijkenEnBuurten,BU19660605,eppenhuizen
WijkenEnBuurten,BU19660605,winsum noord   oost
WijkenEnBuurten,BU01191100,verspreid gebied meppel noord
WijkenEnBuurten,WK035620,wijk 20 laagraven
WijkenEnBuurten,WK035620,laagraven
Wijken,WK035620,wijk 20 laagraven
Wijken,WK035620,laagraven
WijkenEnBuurten,BU00807405,boksumerhoeke
WijkenEnBuurten,BU02670115,spoorkamp/de terrassen
WijkenEnBuurten,BU17310001,lieving makkum
WijkenEnBuurten,BU00807305,de klamp
WijkenEnBuurten,BU03960702,beijnesbuurt
WijkenEnBuurten,WK169903,wijk 03 norg
Wijken,WK169903,wijk 03 norg
WijkenEnBuurten,BU19590691,buitengebied woudrichem
WijkenEnBuurten,BU19780802,hoornaar dorp
WijkenEnBuurten,BU15980401,scharwoude
WijkenEnBuurten,BU15980401,zuidermeer verspreide huizen west
WijkenEnBuurten,WK016406,wijk 06 wilderinkshoek
Wijken,WK016406,wijk 06 wilderinkshoek
WijkenEnBuurten,BU01710117,emmeloord bedrijventerrein a6
WijkenEnBuurten,WK052304,giessendam
Wijken,WK052304,giessendam
WijkenEnBuurten,BU07724130,gildebuurt
WijkenEnBuurten,BU00806302,magere weide
WijkenEnBuurten,BU00806302,buitengebied stiens
WijkenEnBuurten,BU19160104,schakenbosch
WijkenEnBuurten,BU19160104,schakenbosch en het buitengebied
WijkenEnBuurten,BU19700506,verspreide huizen ternaard
WijkenEnBuurten,BU19781508,ottoland dorp
WijkenEnBuurten,BU00808102,buitengebied wytgaard
WijkenEnBuurten,BU07722170,looiakkers
WijkenEnBuurten,WK193050,hekelingen
Wijken,WK193050,hekelingen
WijkenEnBuurten,BU02330501,verspreide huizen speuld
WijkenEnBuurten,BU19301407,middengebied
WijkenEnBuurten,WK196611,wijk 11
WijkenEnBuurten,WK196611,usquert
Wijken,WK196611,wijk 11
Wijken,WK196611,usquert
WijkenEnBuurten,BU03212064,buitengebied houten west
WijkenEnBuurten,WK016023,rheezerveen
Wijken,WK016023,rheezerveen
WijkenEnBuurten,BU07722140,tuindorp
WijkenEnBuurten,BU01710113,emmeloord emmelhage boswonen
WijkenEnBuurten,WK079800,wijk 00 hilvarenbeek
Wijken,WK079800,wijk 00 hilvarenbeek
WijkenEnBuurten,BU19480401,'t ven oost
WijkenEnBuurten,BU17311109,verspreide huizen witteveen
WijkenEnBuurten,WK040608,wijk 08 huizermaat west en zuid
Wijken,WK040608,wijk 08 huizermaat west en zuid
WijkenEnBuurten,BU03270300,kern achterveld
WijkenEnBuurten,BU07724230,barrier
WijkenEnBuurten,BU19630750,strijen bedrijventerrein bonaventura
WijkenEnBuurten,WK172305,ulvenhout ac
Wijken,WK172305,ulvenhout ac
WijkenEnBuurten,WK035615,wijk 15 park oudegein
WijkenEnBuurten,WK035615,park oudegein
Wijken,WK035615,wijk 15 park oudegein
Wijken,WK035615,park oudegein
WijkenEnBuurten,BU03073303,olympus
WijkenEnBuurten,BU05470100,oranjewijk
WijkenEnBuurten,BU06871925,schellach
WijkenEnBuurten,WK016407,wijk 07 woolde
Wijken,WK016407,wijk 07 woolde
WijkenEnBuurten,BU03561002,schansen
WijkenEnBuurten,BU15980402,zuidermeerweg en omgeving
WijkenEnBuurten,BU15980402,grosthuizen
WijkenEnBuurten,BU06872084,breewijk
WijkenEnBuurten,BU09460101,nederweert
WijkenEnBuurten,BU00347501,vogelhorst noord
WijkenEnBuurten,WK055607,wijk 07 aalkeetpolder
Wijken,WK055607,wijk 07 aalkeetpolder
WijkenEnBuurten,BU16211121,de driehoek
WijkenEnBuurten,BU17090100,zevenbergschen hoek
WijkenEnBuurten,BU02520105,verspreide huizen valenberg en heide
WijkenEnBuurten,BU19631199,goudswaard buitengebied
WijkenEnBuurten,BU02670102,groot corlaer
WijkenEnBuurten,BU02670102,doornsteeg
WijkenEnBuurten,BU04000601,oostoever
WijkenEnBuurten,BU09350000,binnenstad
WijkenEnBuurten,BU19780502,goudriaan dorp
WijkenEnBuurten,WK195915,babyloniënbroek
Wijken,WK195915,babyloniënbroek
WijkenEnBuurten,WK026203,wijk 03 barchem
Wijken,WK026203,wijk 03 barchem
WijkenEnBuurten,BU01185004,wolfsbos
WijkenEnBuurten,WK082002,wijk 02 nederwetten
Wijken,WK082002,wijk 02 nederwetten
WijkenEnBuurten,BU00342403,tussen de vaarten z.  midden oost
WijkenEnBuurten,BU02320206,berkenoord 2
WijkenEnBuurten,BU01185000,centrum
WijkenEnBuurten,BU07960901,de buitenpepers
WijkenEnBuurten,WK033502,wijk 02 willeskop
Wijken,WK033502,wijk 02 willeskop
WijkenEnBuurten,BU16400701,verspreide huizen horn
WijkenEnBuurten,BU19780701,hoogblokland bazeldijk
WijkenEnBuurten,BU19521201,slochteren
WijkenEnBuurten,BU08820103,hoefveld
WijkenEnBuurten,BU00804103,de zwette ii zwettehaven
WijkenEnBuurten,BU03215090,dorp schalkwijk west
WijkenEnBuurten,WK197901,delfzijl centrum
Wijken,WK197901,delfzijl centrum
WijkenEnBuurten,BU03960202,landgoed marquette
WijkenEnBuurten,BU19791257,farmsumerweg
WijkenEnBuurten,BU00740100,noord
WijkenEnBuurten,BU19520804,westerbroek industriegebied
WijkenEnBuurten,BU09350402,wittevrouwenveld
WijkenEnBuurten,BU02680841,de kamp
WijkenEnBuurten,BU05370510,overduin
WijkenEnBuurten,BU04201609,andijk waterzuivering
WijkenEnBuurten,BU07941309,groot goor
WijkenEnBuurten,BU16212621,bonfut
WijkenEnBuurten,BU06770601,kern nieuw namen
WijkenEnBuurten,BU03211128,bermen
WijkenEnBuurten,BU19480109,empeldonk
WijkenEnBuurten,WK003485,overig almere hout
Wijken,WK003485,overig almere hout
WijkenEnBuurten,WK170500,wijk 00 bemmel
WijkenEnBuurten,WK170500,bemmel
Wijken,WK170500,wijk 00 bemmel
Wijken,WK170500,bemmel
WijkenEnBuurten,BU19660203,tinallinge
WijkenEnBuurten,BU19660203,wehe   den hoorn
WijkenEnBuurten,WK193014,waterland
Wijken,WK193014,waterland
WijkenEnBuurten,BU19660703,rasquert
WijkenEnBuurten,BU00342603,kruidenwijk noordoost
WijkenEnBuurten,BU09950882,industrieterrein noordersluis west
WijkenEnBuurten,BU19661001,leens
WijkenEnBuurten,BU19661001,buitengebeid kantens
WijkenEnBuurten,BU19661001,buitengebied kantens
WijkenEnBuurten,WK159806,wijk 06 obdam
WijkenEnBuurten,WK159806,ursem
Wijken,WK159806,wijk 06 obdam
Wijken,WK159806,ursem
WijkenEnBuurten,BU19480318,sint oedenrode centrum zuid
WijkenEnBuurten,WK038408,buitengebied
Wijken,WK038408,buitengebied
WijkenEnBuurten,WK017108,wijk 08 tollebeek
WijkenEnBuurten,WK017108,wijk 08 rutten creil
Wijken,WK017108,wijk 08 tollebeek
Wijken,WK017108,wijk 08 rutten creil
WijkenEnBuurten,BU05340301,leidsestraat
WijkenEnBuurten,WK003453,sieradenbuurt
Wijken,WK003453,sieradenbuurt
WijkenEnBuurten,BU19550007,verspreide huizen mengelenberg en lengel
WijkenEnBuurten,WK011861,wijk 61 zuideropgaande nieuw moscou
Wijken,WK011861,wijk 61 zuideropgaande nieuw moscou
WijkenEnBuurten,BU01602602,de belt
WijkenEnBuurten,BU19661102,westernieland
WijkenEnBuurten,BU19661102,usquert
WijkenEnBuurten,BU19701002,jislum
WijkenEnBuurten,BU00806303,feinsum
WijkenEnBuurten,BU05230405,buitengebied giessendam
WijkenEnBuurten,WK196300,oud beijerland
Wijken,WK196300,oud beijerland
WijkenEnBuurten,BU09951018,"karperweg, ijsselmeerdijk"
WijkenEnBuurten,WK011910,industrie oevers
Wijken,WK011910,industrie oevers
WijkenEnBuurten,BU09173903,schiffelerveld
WijkenEnBuurten,BU02670117,de bogen
WijkenEnBuurten,WK079414,wijk 14 brouwhuis
Wijken,WK079414,wijk 14 brouwhuis
WijkenEnBuurten,BU19111590,buitengebied winkel
WijkenEnBuurten,BU03990601,willibrord
WijkenEnBuurten,BU01190900,industrieterrein noord i
WijkenEnBuurten,BU19780101,arkel industriegebied zuid1
WijkenEnBuurten,WK197808,wijk08 hoornaar
Wijken,WK197808,wijk08 hoornaar
WijkenEnBuurten,WK003473,lagekant
Wijken,WK003473,lagekant
WijkenEnBuurten,BU09173000,husken
WijkenEnBuurten,BU05370105,rijnsoever noord
WijkenEnBuurten,BU05230401,giessendam west
WijkenEnBuurten,WK079419,wijk 19 dierdonk
Wijken,WK079419,wijk 19 dierdonk
WijkenEnBuurten,BU19790943,woldendorp
WijkenEnBuurten,BU05370702,de horn
WijkenEnBuurten,BU05750000,dorpskern
WijkenEnBuurten,BU05750000,de zuid
WijkenEnBuurten,BU09951067,knarbos
WijkenEnBuurten,BU00344803,bloemenbuurt zuid
WijkenEnBuurten,GM0798,hilvarenbeek
RegioS,GM0798,hilvarenbeek
Wijken,GM0798,hilvarenbeek
WoonregioS,GM0798,hilvarenbeek
RegioVanVertrek,GM0798,hilvarenbeek
RegioIndeling2021,GM0798,hilvarenbeek
Regio,GM0798,hilvarenbeek
RegioS2007,GM0798,hilvarenbeek
WerkregioS,GM0798,hilvarenbeek
